edad,genero,estrato,semestre,trabaja,horas_estudio_semanal,apoyo_financiero,distancia_km,participacion_extracurricular,promedio_anterior,asistencia_pct,materias_reprobadas,creditos_matriculados,desercion,grupo_estrato
19.0,Femenino,2,8,0,27.3,0,8.4,0,4.11,90.8,2,13,0,Bajo (1-2)
25.0,Femenino,4,10,1,16.1,0,7.7,0,2.95,88.8,0,20,1,Medio (3-4)
19.0,Femenino,2,7,1,10.4,1,12.4,1,2.15,83.2,0,13,0,Bajo (1-2)
20.0,Masculino,5,6,0,33.2,0,3.3,1,5.0,82.9,0,15,0,Alto (5-6)
19.0,Femenino,3,4,1,3.8,0,6.2,0,3.23,87.8,0,21,1,Medio (3-4)
21.0,Femenino,2,9,1,17.1,1,7.7,0,4.31,63.9,1,17,0,Bajo (1-2)
19.0,Femenino,2,2,1,1.1,1,26.3,1,3.08,74.6,1,14,1,Bajo (1-2)
20.0,Femenino,1,2,1,6.4,0,9.9,0,3.23,92.1,1,15,0,Bajo (1-2)
22.0,Masculino,2,3,1,1.3,0,12.2,0,2.84,64.3,0,15,0,Bajo (1-2)
19.0,Femenino,5,3,1,11.5,0,4.0,1,3.02,78.7,1,21,1,Alto (5-6)
22.0,Femenino,4,5,0,14.3,0,8.1,0,3.5,84.3,1,16,0,Medio (3-4)
22.0,Femenino,6,10,1,4.5,1,7.1,0,2.53,75.8,1,12,0,Alto (5-6)
23.0,Masculino,1,7,0,20.6,1,17.2,0,2.99,89.5,1,13,0,Bajo (1-2)
21.0,Masculino,3,4,0,10.6,0,2.8,0,2.91,93.3,2,17,1,Medio (3-4)
28.0,Masculino,2,3,1,15.8,1,3.8,1,3.96,83.8,1,12,0,Bajo (1-2)
23.0,Masculino,3,7,0,18.9,0,0.6,0,2.84,91.9,2,14,1,Medio (3-4)
21.0,Masculino,2,3,1,2.0,0,5.4,0,2.08,65.7,0,18,1,Bajo (1-2)
19.0,Femenino,2,10,1,5.7,1,36.3,0,3.15,73.4,3,20,1,Bajo (1-2)
20.0,Femenino,3,5,0,14.3,0,12.6,0,3.04,100.0,1,12,1,Medio (3-4)
24.0,Masculino,2,6,0,17.8,0,4.9,0,3.64,97.4,5,15,0,Bajo (1-2)
24.0,Femenino,3,10,0,22.5,1,0.5,0,4.11,65.2,1,15,1,Medio (3-4)
24.0,Masculino,4,4,1,10.5,0,2.5,0,3.3,74.9,1,20,0,Medio (3-4)
22.0,Femenino,2,5,0,12.1,0,2.9,0,2.83,79.4,0,19,0,Bajo (1-2)
18.0,Masculino,5,6,1,2.0,0,21.4,1,3.33,83.2,1,21,1,Alto (5-6)
22.0,Masculino,3,3,0,16.0,0,0.2,0,3.69,90.7,0,18,0,Medio (3-4)
18.0,Femenino,4,1,0,12.2,0,6.2,1,3.16,100.0,1,13,1,Medio (3-4)
17.0,Masculino,4,3,1,12.2,0,1.8,0,3.14,75.4,3,21,1,Medio (3-4)
21.0,Masculino,4,2,0,13.4,0,2.0,0,3.39,89.2,1,19,0,Medio (3-4)
22.0,Masculino,4,7,0,17.3,0,50.9,1,3.22,88.5,1,18,0,Medio (3-4)
22.0,Femenino,5,1,0,10.6,0,2.3,1,2.26,81.8,0,15,0,Alto (5-6)
22.0,Femenino,3,4,0,9.4,1,15.9,0,3.4,61.0,1,19,1,Medio (3-4)
22.0,Masculino,2,9,0,16.6,1,22.0,0,3.69,88.2,1,16,0,Bajo (1-2)
18.0,Femenino,1,6,1,0.0,1,7.2,1,1.45,85.1,4,15,1,Bajo (1-2)
20.0,Femenino,3,7,1,6.3,1,54.5,0,3.14,78.9,0,14,1,Medio (3-4)
17.0,Masculino,1,7,1,4.7,0,5.1,0,3.69,65.2,1,18,1,Bajo (1-2)
17.0,Masculino,2,3,0,21.2,0,3.6,0,2.99,97.6,0,18,0,Bajo (1-2)
22.0,Femenino,1,7,1,7.9,0,2.5,1,2.92,80.5,2,14,0,Bajo (1-2)
19.0,Femenino,3,3,0,10.6,0,4.2,0,2.99,66.6,1,15,0,Medio (3-4)
22.0,Femenino,2,7,1,10.5,1,8.7,0,3.9,62.0,1,14,0,Bajo (1-2)
23.0,Femenino,3,7,0,10.4,0,10.2,1,3.63,88.8,1,19,0,Medio (3-4)
19.0,Masculino,4,9,0,11.6,1,4.8,0,2.68,85.1,1,15,0,Medio (3-4)
22.0,Femenino,4,10,0,14.6,0,20.2,1,3.43,77.4,2,19,0,Medio (3-4)
19.0,Femenino,2,1,1,9.0,0,0.2,0,4.16,79.6,0,14,0,Bajo (1-2)
17.0,Masculino,3,3,1,5.2,0,10.4,1,2.52,85.7,2,15,1,Medio (3-4)
21.0,Femenino,3,6,1,2.8,0,12.1,0,2.72,76.4,1,12,0,Medio (3-4)
19.0,Femenino,3,4,1,1.1,0,17.2,0,2.91,68.0,3,12,0,Medio (3-4)
20.0,Masculino,4,7,1,10.5,1,10.9,0,2.77,84.6,0,12,1,Medio (3-4)
25.0,Masculino,2,9,1,12.2,0,16.0,1,4.03,87.4,0,12,0,Bajo (1-2)
17.0,Masculino,6,3,0,5.4,1,2.5,0,2.61,83.7,2,21,1,Alto (5-6)
21.0,Masculino,1,9,0,18.6,1,4.9,0,2.74,69.7,2,14,1,Bajo (1-2)
18.0,Femenino,4,9,1,11.5,0,7.7,0,2.85,61.7,1,17,1,Medio (3-4)
22.0,Masculino,3,10,1,15.5,1,6.0,0,3.62,75.8,0,21,0,Medio (3-4)
21.0,Masculino,2,1,0,15.8,0,1.9,0,2.91,87.3,2,16,0,Bajo (1-2)
21.0,Masculino,4,3,1,18.7,0,8.0,0,3.59,85.4,0,15,0,Medio (3-4)
18.0,Masculino,1,2,1,26.3,0,35.6,0,4.07,80.8,2,19,0,Bajo (1-2)
19.0,Masculino,4,2,0,12.2,0,7.2,1,2.54,77.5,1,19,1,Medio (3-4)
23.0,Masculino,3,1,0,7.7,0,1.9,0,2.67,70.0,0,13,0,Medio (3-4)
24.0,Femenino,1,5,0,4.8,1,4.2,0,2.99,77.8,1,21,1,Bajo (1-2)
22.0,Masculino,1,1,0,24.5,1,6.0,0,4.06,77.9,2,13,0,Bajo (1-2)
19.0,Femenino,4,3,0,24.6,0,1.0,0,3.44,89.1,0,15,0,Medio (3-4)
21.0,Masculino,2,10,0,8.5,1,2.2,1,3.06,77.2,4,21,1,Bajo (1-2)
26.0,Masculino,5,9,0,9.6,0,16.3,0,2.89,74.0,3,17,0,Alto (5-6)
21.0,Masculino,4,10,1,9.3,0,2.9,0,3.38,95.5,0,17,0,Medio (3-4)
24.0,Masculino,4,1,1,16.4,0,37.6,1,3.6,94.5,1,20,1,Medio (3-4)
19.0,Femenino,2,7,1,1.9,0,8.5,0,2.5,66.2,1,16,1,Bajo (1-2)
20.0,Masculino,4,7,0,2.2,0,16.8,1,2.94,96.7,2,18,1,Medio (3-4)
22.0,Masculino,5,2,1,21.3,1,6.0,0,3.35,63.8,1,17,1,Alto (5-6)
21.0,Femenino,1,10,0,15.9,0,42.6,1,3.54,77.7,1,13,0,Bajo (1-2)
19.0,Femenino,2,5,0,16.7,0,2.3,1,3.59,78.8,2,15,0,Bajo (1-2)
19.0,Femenino,2,10,0,12.8,1,2.7,1,4.36,81.2,2,19,0,Bajo (1-2)
23.0,Masculino,3,2,0,16.8,1,5.5,0,3.19,84.2,1,15,0,Medio (3-4)
23.0,Femenino,4,7,0,4.9,1,1.6,1,2.75,83.1,2,21,0,Medio (3-4)
24.0,Masculino,3,2,0,9.0,0,3.7,1,2.68,88.1,1,21,0,Medio (3-4)
24.0,Femenino,3,10,0,14.6,1,2.8,0,2.74,74.0,6,19,1,Medio (3-4)
21.0,Masculino,2,7,0,0.4,0,6.5,0,2.39,81.7,2,12,1,Bajo (1-2)
20.0,Femenino,2,1,0,12.2,1,1.8,0,3.48,78.8,0,19,0,Bajo (1-2)
23.0,Masculino,2,3,0,11.8,0,7.1,1,3.5,68.1,0,21,0,Bajo (1-2)
22.0,Femenino,5,4,1,4.3,0,3.2,1,2.94,83.8,5,19,1,Alto (5-6)
18.0,Masculino,3,1,0,10.7,1,0.8,0,2.93,79.0,2,18,0,Medio (3-4)
18.0,Masculino,3,1,0,8.0,1,6.3,0,2.71,70.9,2,18,0,Medio (3-4)
22.0,Masculino,4,10,1,1.2,0,11.6,0,2.19,70.8,4,16,1,Medio (3-4)
20.0,Masculino,1,10,1,12.2,0,13.6,0,2.87,71.0,1,14,1,Bajo (1-2)
20.0,Femenino,2,6,0,12.2,1,3.8,1,2.5,79.6,1,16,0,Bajo (1-2)
23.0,Femenino,2,10,0,5.7,0,10.2,0,3.54,95.6,2,21,0,Bajo (1-2)
22.0,Femenino,6,7,0,14.4,0,1.8,1,4.17,100.0,3,12,1,Alto (5-6)
23.0,Femenino,4,1,0,12.2,0,3.8,0,2.18,50.7,0,13,1,Medio (3-4)
17.0,Masculino,3,8,0,11.2,0,5.1,0,3.25,82.9,2,20,0,Medio (3-4)
21.0,Masculino,1,1,1,0.0,0,8.9,1,2.74,88.5,2,20,1,Bajo (1-2)
22.0,Masculino,2,9,1,14.5,1,19.6,0,3.35,72.8,2,17,0,Bajo (1-2)
17.0,Masculino,3,4,1,0.4,0,14.5,1,2.32,88.3,1,15,0,Medio (3-4)
19.0,Masculino,3,2,0,14.4,1,11.3,1,3.76,98.5,1,13,0,Medio (3-4)
19.0,Masculino,5,3,0,9.2,1,12.7,1,3.22,68.3,0,18,0,Alto (5-6)
21.0,Femenino,4,7,0,11.7,0,13.2,1,3.64,83.3,0,17,0,Medio (3-4)
24.0,Femenino,3,9,1,17.3,1,1.8,0,3.01,94.6,2,20,1,Medio (3-4)
25.0,Masculino,4,6,1,14.2,0,14.4,0,2.55,62.6,4,15,1,Medio (3-4)
19.0,Masculino,6,2,0,20.8,1,3.7,1,3.75,80.8,1,19,0,Alto (5-6)
22.0,Femenino,3,10,0,16.0,0,1.1,0,2.84,73.5,2,21,0,Medio (3-4)
22.0,Femenino,3,8,0,16.4,0,10.1,1,3.86,92.5,0,13,0,Medio (3-4)
21.0,Masculino,5,5,1,1.4,0,9.0,0,1.6,86.9,3,19,1,Alto (5-6)
21.0,Femenino,2,6,0,12.1,1,19.5,1,2.91,83.6,1,18,0,Bajo (1-2)
21.0,Femenino,5,10,1,9.0,0,5.5,0,2.69,75.3,3,16,1,Alto (5-6)
24.0,Masculino,1,4,1,19.9,1,3.2,1,3.33,61.8,1,14,0,Bajo (1-2)
23.0,Masculino,3,1,0,11.0,0,17.8,0,3.22,92.2,0,13,0,Medio (3-4)
18.0,Femenino,4,2,0,15.6,1,1.0,0,3.5,74.5,2,13,1,Medio (3-4)
22.0,Masculino,3,7,0,15.4,0,1.7,1,3.61,80.6,0,14,0,Medio (3-4)
22.0,Femenino,3,10,1,16.8,0,7.2,0,3.73,84.7,0,17,1,Medio (3-4)
21.0,Masculino,3,8,0,13.2,0,0.0,0,3.11,80.0,0,17,1,Medio (3-4)
23.0,Femenino,2,7,1,14.2,0,5.6,0,4.29,85.0,1,21,0,Bajo (1-2)
21.0,Masculino,2,4,1,0.5,1,10.1,0,3.32,81.0,5,19,1,Bajo (1-2)
21.0,Femenino,2,5,1,4.2,1,3.7,0,2.63,77.0,2,21,1,Bajo (1-2)
21.0,Femenino,3,1,1,0.0,0,15.6,0,2.53,78.1,1,19,0,Medio (3-4)
17.0,Masculino,3,4,1,16.8,0,0.9,0,3.19,63.8,3,17,1,Medio (3-4)
20.0,Femenino,2,7,1,11.3,0,3.3,0,3.29,73.5,0,20,0,Bajo (1-2)
19.0,Femenino,5,10,0,19.4,1,5.8,1,2.99,92.8,1,19,0,Alto (5-6)
18.0,Femenino,3,10,1,7.9,1,10.7,0,2.56,66.0,3,20,1,Medio (3-4)
24.0,Masculino,3,9,1,6.0,1,1.0,0,1.79,67.8,1,14,1,Medio (3-4)
22.0,Masculino,3,1,0,13.3,1,18.8,0,3.0,69.2,2,19,1,Medio (3-4)
20.0,Masculino,2,9,1,15.6,0,4.6,0,3.83,76.5,1,14,1,Bajo (1-2)
19.0,Femenino,4,3,0,24.2,0,25.0,1,3.61,96.0,0,15,0,Medio (3-4)
21.0,Femenino,3,7,1,16.2,1,5.5,1,3.28,84.5,1,19,0,Medio (3-4)
23.0,Femenino,1,10,1,11.8,0,8.8,0,3.27,53.2,1,17,0,Bajo (1-2)
19.0,Masculino,6,9,0,22.0,0,13.9,0,3.09,84.5,2,19,0,Alto (5-6)
20.0,Masculino,4,7,0,12.5,0,2.8,1,3.17,77.6,0,19,0,Medio (3-4)
22.0,Masculino,4,3,0,11.7,1,9.5,0,3.57,83.1,4,19,1,Medio (3-4)
17.0,Masculino,5,6,0,13.2,1,7.4,0,3.35,76.5,3,13,1,Alto (5-6)
20.0,Femenino,5,8,1,3.2,1,0.9,0,3.23,66.4,3,13,1,Alto (5-6)
20.0,Masculino,2,6,0,12.9,0,15.1,1,3.81,81.3,1,14,1,Bajo (1-2)
20.0,Femenino,3,5,1,3.2,0,0.5,0,3.08,70.6,1,15,0,Medio (3-4)
19.0,Femenino,3,5,0,20.2,0,15.7,0,3.15,81.1,1,20,0,Medio (3-4)
21.0,Femenino,2,6,0,17.3,1,2.4,1,3.2,73.1,0,12,1,Bajo (1-2)
25.0,Femenino,2,1,0,22.6,0,12.5,0,4.58,66.8,0,17,0,Bajo (1-2)
20.0,Femenino,1,10,0,4.2,1,9.8,0,2.95,85.3,1,19,1,Bajo (1-2)
21.0,Femenino,4,2,0,25.4,0,24.7,0,3.83,89.1,4,15,0,Medio (3-4)
25.0,Femenino,4,10,1,1.5,1,7.2,1,2.24,84.8,1,15,0,Medio (3-4)
19.0,Masculino,4,1,0,6.8,1,14.4,0,2.86,71.5,2,14,0,Medio (3-4)
24.0,Femenino,2,6,1,6.5,0,11.4,0,3.25,67.6,0,16,0,Bajo (1-2)
21.0,Femenino,2,5,0,21.8,1,1.8,1,3.59,75.2,2,18,0,Bajo (1-2)
24.0,Masculino,3,6,0,15.4,0,8.7,1,3.03,90.9,2,17,0,Medio (3-4)
22.0,Masculino,3,5,0,12.5,1,4.8,0,3.02,69.7,2,20,0,Medio (3-4)
21.0,Masculino,5,9,0,9.2,1,6.5,0,3.61,86.8,1,12,1,Alto (5-6)
20.0,Femenino,5,1,0,5.7,0,2.4,0,3.19,84.4,0,14,0,Alto (5-6)
19.0,Masculino,5,10,0,20.8,0,0.6,0,3.8,90.4,4,15,1,Alto (5-6)
21.0,Femenino,5,7,0,18.8,1,3.2,0,3.67,88.6,1,15,0,Alto (5-6)
22.0,Femenino,6,8,1,20.9,1,10.5,1,2.95,84.4,0,19,0,Alto (5-6)
20.0,Masculino,3,2,0,16.4,1,1.4,1,3.47,67.3,5,13,0,Medio (3-4)
20.0,Masculino,1,1,0,0.0,1,2.2,1,3.13,88.1,1,14,1,Bajo (1-2)
20.0,Masculino,1,4,1,3.5,0,23.1,0,2.63,76.2,4,12,1,Bajo (1-2)
23.0,Masculino,3,4,0,16.8,0,43.9,0,3.84,74.3,1,17,1,Medio (3-4)
23.0,Masculino,2,8,0,11.8,0,3.9,1,3.4,95.6,1,21,0,Bajo (1-2)
19.0,Femenino,2,9,0,10.6,0,2.0,0,3.49,76.5,2,21,0,Bajo (1-2)
19.0,Femenino,6,5,0,7.4,0,2.7,0,2.96,72.7,2,12,0,Alto (5-6)
21.0,Femenino,2,8,1,13.7,1,12.5,0,3.66,86.2,2,13,0,Bajo (1-2)
24.0,Femenino,6,1,0,16.7,0,0.2,0,2.62,73.9,2,17,1,Alto (5-6)
23.0,Masculino,4,8,0,17.0,0,10.8,0,3.38,72.2,0,14,1,Medio (3-4)
18.0,Femenino,3,1,0,10.2,1,8.5,0,3.42,66.7,1,14,0,Medio (3-4)
20.0,Masculino,4,7,0,15.1,1,0.6,1,3.43,73.8,1,18,0,Medio (3-4)
18.0,Masculino,2,4,1,3.5,1,23.8,0,3.31,67.7,0,15,0,Bajo (1-2)
20.0,Masculino,3,5,0,13.2,0,5.4,0,3.12,84.2,1,17,0,Medio (3-4)
24.0,Femenino,2,3,0,0.0,1,3.4,0,2.33,67.8,1,12,1,Bajo (1-2)
17.0,Femenino,5,5,0,4.6,0,3.2,0,1.99,59.4,1,21,1,Alto (5-6)
17.0,Masculino,2,9,0,12.1,0,8.7,0,3.01,81.0,2,12,0,Bajo (1-2)
19.0,Masculino,2,9,1,25.9,1,28.9,0,4.03,68.7,0,12,0,Bajo (1-2)
21.0,Masculino,4,4,0,3.2,0,10.9,0,3.12,77.8,1,16,1,Medio (3-4)
22.0,Masculino,4,3,0,6.5,1,4.5,0,2.19,90.8,1,20,0,Medio (3-4)
21.0,Masculino,3,6,1,8.8,0,8.4,1,3.58,79.7,2,18,0,Medio (3-4)
23.0,Femenino,3,7,1,21.1,0,2.2,0,3.06,90.1,0,16,0,Medio (3-4)
17.0,Masculino,2,2,0,15.2,0,21.7,0,3.22,77.3,1,14,0,Bajo (1-2)
23.0,Femenino,4,8,0,18.2,0,41.6,1,3.14,92.1,2,14,1,Medio (3-4)
20.0,Masculino,2,10,1,4.2,0,7.4,1,3.0,73.5,1,18,1,Bajo (1-2)
22.0,Masculino,2,9,0,10.9,0,3.0,1,3.14,83.1,2,17,0,Bajo (1-2)
18.0,Femenino,2,6,0,14.5,0,1.6,0,3.59,68.7,1,18,1,Bajo (1-2)
21.0,Femenino,2,4,0,10.1,1,45.9,1,3.97,73.9,0,16,1,Bajo (1-2)
21.0,Femenino,2,4,0,18.3,0,20.4,0,3.62,75.8,0,15,1,Bajo (1-2)
23.0,Masculino,3,8,1,3.4,1,23.5,0,2.46,61.7,1,13,1,Medio (3-4)
17.0,Femenino,2,5,1,19.6,1,0.1,1,3.71,80.6,1,14,0,Bajo (1-2)
21.0,Femenino,2,2,1,7.7,0,7.1,0,3.92,72.0,3,14,1,Bajo (1-2)
18.0,Femenino,3,7,1,8.6,0,10.3,1,3.31,81.3,0,16,1,Medio (3-4)
22.0,Femenino,2,2,1,0.0,1,21.2,1,3.07,65.9,4,14,0,Bajo (1-2)
22.0,Femenino,4,10,1,6.6,1,16.1,0,2.1,82.0,4,19,1,Medio (3-4)
23.0,Femenino,5,5,0,21.2,0,2.1,0,3.75,95.0,1,17,0,Alto (5-6)
19.0,Femenino,3,4,0,12.7,1,13.5,1,3.04,96.9,1,15,0,Medio (3-4)
23.0,Femenino,5,1,0,15.7,0,6.0,0,2.97,97.0,0,12,1,Alto (5-6)
23.0,Femenino,1,2,1,6.0,0,22.8,0,2.86,75.4,4,13,0,Bajo (1-2)
17.0,Femenino,1,10,1,8.5,0,2.3,0,3.04,71.5,4,12,1,Bajo (1-2)
22.0,Femenino,4,6,0,5.8,0,16.5,1,2.55,86.9,2,15,0,Medio (3-4)
23.0,Masculino,4,10,0,14.6,0,0.2,1,3.35,79.6,2,15,0,Medio (3-4)
20.0,Femenino,4,10,0,16.2,0,10.2,0,3.24,60.6,0,12,1,Medio (3-4)
18.0,Femenino,1,1,1,12.8,0,43.2,1,3.53,87.2,0,19,0,Bajo (1-2)
23.0,Femenino,4,4,0,8.6,0,22.5,1,3.1,79.7,1,17,0,Medio (3-4)
18.0,Femenino,3,9,0,11.9,0,0.0,0,3.33,63.3,1,21,1,Medio (3-4)
20.0,Femenino,2,5,0,17.2,1,29.9,0,3.86,72.9,0,20,0,Bajo (1-2)
20.0,Femenino,2,6,1,6.0,1,8.8,0,3.15,72.9,3,12,0,Bajo (1-2)
22.0,Masculino,6,6,0,12.3,0,1.7,1,3.15,82.1,1,18,1,Alto (5-6)
19.0,Femenino,1,8,1,21.6,0,2.3,0,2.53,75.2,0,21,0,Bajo (1-2)
19.0,Femenino,4,10,0,8.3,0,7.5,0,3.23,91.7,0,20,0,Medio (3-4)
21.0,Femenino,3,9,1,14.0,1,2.5,0,2.77,62.1,1,18,0,Medio (3-4)
23.0,Femenino,4,7,0,7.1,0,21.5,0,2.88,76.5,2,13,1,Medio (3-4)
26.0,Femenino,4,6,0,17.9,0,11.6,0,3.59,69.2,2,21,0,Medio (3-4)
17.0,Masculino,5,4,0,18.2,1,25.2,0,4.09,90.6,2,20,0,Alto (5-6)
21.0,Masculino,2,2,1,6.5,0,9.1,0,3.81,69.4,1,17,0,Bajo (1-2)
18.0,Femenino,1,8,0,6.7,0,13.0,1,2.44,78.6,4,21,1,Bajo (1-2)
23.0,Femenino,3,1,0,2.2,1,3.1,1,2.04,92.5,2,16,0,Medio (3-4)
18.0,Femenino,3,7,0,10.3,1,3.3,1,3.23,95.2,0,17,0,Medio (3-4)
19.0,Femenino,2,5,0,17.2,0,3.4,0,3.49,92.7,1,19,1,Bajo (1-2)
19.0,Masculino,2,8,0,7.5,0,1.5,0,2.34,61.6,3,19,1,Bajo (1-2)
20.0,Femenino,2,10,1,7.6,0,1.6,1,2.93,83.8,1,17,1,Bajo (1-2)
21.0,Femenino,1,6,0,5.1,0,11.6,0,3.13,80.7,1,19,0,Bajo (1-2)
22.0,Masculino,1,6,0,12.6,0,1.5,0,2.55,77.5,2,20,0,Bajo (1-2)
20.0,Femenino,5,5,1,2.1,0,3.0,0,2.2,75.7,1,18,1,Alto (5-6)
18.0,Femenino,2,4,0,13.5,1,10.1,0,2.89,90.9,2,20,0,Bajo (1-2)
22.0,Masculino,6,1,1,5.0,1,1.1,0,2.72,85.4,2,16,0,Alto (5-6)
20.0,Femenino,6,1,0,6.9,1,4.7,1,3.26,91.0,1,17,0,Alto (5-6)
23.0,Femenino,2,8,0,10.0,1,0.5,1,2.89,84.1,3,18,1,Bajo (1-2)
19.0,Femenino,4,10,1,4.0,0,8.2,1,2.81,100.0,1,17,0,Medio (3-4)
17.0,Masculino,3,1,0,6.1,0,0.3,1,4.0,78.0,1,13,0,Medio (3-4)
20.0,Femenino,4,4,1,14.3,0,0.0,0,2.77,58.8,3,16,0,Medio (3-4)
23.0,Femenino,1,7,0,11.8,0,8.0,0,2.81,75.3,2,13,1,Bajo (1-2)
21.0,Femenino,2,8,1,0.0,0,15.3,0,2.94,75.6,1,18,1,Bajo (1-2)
20.0,Femenino,1,8,0,10.3,1,0.7,1,3.56,95.0,0,19,0,Bajo (1-2)
19.0,Masculino,3,7,0,19.5,0,13.0,0,3.68,72.9,2,18,0,Medio (3-4)
24.0,Femenino,6,1,0,9.4,0,11.2,1,3.93,86.9,0,20,0,Alto (5-6)
18.0,Masculino,4,3,1,15.2,0,2.4,0,3.44,60.2,1,18,1,Medio (3-4)
19.0,Masculino,4,5,0,8.9,1,3.7,0,2.01,88.8,3,15,0,Medio (3-4)
22.0,Masculino,6,1,1,14.6,0,15.8,1,3.31,79.7,0,12,0,Alto (5-6)
17.0,Femenino,4,4,0,20.2,0,37.7,1,3.22,79.2,1,12,1,Medio (3-4)
23.0,Masculino,1,4,1,14.1,0,12.9,1,3.93,100.0,0,21,0,Bajo (1-2)
22.0,Masculino,5,10,0,5.8,1,8.8,0,3.34,88.7,0,19,0,Alto (5-6)
22.0,Femenino,3,4,1,5.0,0,17.6,0,2.03,64.6,1,15,0,Medio (3-4)
22.0,Masculino,1,10,0,21.0,1,8.3,0,4.22,76.9,2,21,0,Bajo (1-2)
20.0,Masculino,3,8,1,4.6,1,3.5,1,3.28,100.0,1,14,1,Medio (3-4)
18.0,Femenino,5,7,0,19.9,1,10.5,0,3.33,97.8,1,19,0,Alto (5-6)
20.0,Masculino,2,9,0,11.4,0,15.4,0,3.07,87.2,1,14,1,Bajo (1-2)
18.0,Femenino,3,9,0,14.8,1,0.2,0,3.96,59.5,3,19,0,Medio (3-4)
22.0,Masculino,2,3,0,5.7,0,13.6,1,1.87,95.3,1,12,0,Bajo (1-2)
22.0,Masculino,1,5,1,5.3,0,17.4,0,3.06,68.6,1,18,1,Bajo (1-2)
24.0,Femenino,1,6,0,8.7,0,9.6,1,3.54,95.2,2,16,1,Bajo (1-2)
21.0,Masculino,4,10,0,15.4,0,20.0,0,3.25,70.8,3,17,0,Medio (3-4)
23.0,Femenino,5,1,0,14.6,0,17.2,0,3.58,82.9,1,12,0,Alto (5-6)
20.0,Masculino,2,5,1,10.8,1,11.4,1,3.14,72.6,0,15,0,Bajo (1-2)
19.0,Masculino,2,3,1,1.7,1,4.3,0,2.28,71.4,2,13,1,Bajo (1-2)
22.0,Femenino,2,3,0,8.4,0,0.2,0,2.57,84.2,1,18,0,Bajo (1-2)
20.0,Femenino,1,8,1,14.6,1,14.1,0,3.61,61.8,1,12,0,Bajo (1-2)
21.0,Femenino,3,3,1,8.2,1,2.3,0,2.65,98.7,2,21,0,Medio (3-4)
18.0,Femenino,4,8,1,16.5,0,11.1,1,2.58,68.7,2,13,0,Medio (3-4)
19.0,Femenino,3,10,1,8.3,1,18.1,0,3.03,64.2,3,17,1,Medio (3-4)
22.0,Femenino,3,8,0,12.0,1,4.6,0,2.89,84.3,1,21,1,Medio (3-4)
22.0,Femenino,3,2,0,16.8,1,1.3,1,2.76,94.9,3,16,1,Medio (3-4)
18.0,Femenino,1,2,0,13.5,0,3.5,0,3.25,74.8,0,17,0,Bajo (1-2)
22.0,Masculino,2,5,0,4.1,1,11.3,0,3.17,67.3,2,21,1,Bajo (1-2)
19.0,Masculino,5,6,0,7.6,1,3.1,1,2.95,72.8,1,12,0,Alto (5-6)
21.0,Masculino,4,8,1,16.7,0,1.3,1,2.82,68.7,1,17,1,Medio (3-4)
24.0,Femenino,5,5,0,14.5,0,2.4,0,3.49,81.1,1,17,1,Alto (5-6)
22.0,Masculino,5,2,1,0.9,0,14.5,0,3.16,74.3,1,19,1,Alto (5-6)
22.0,Masculino,3,10,1,12.7,0,3.5,0,4.28,79.3,2,18,1,Medio (3-4)
25.0,Femenino,5,10,0,10.6,0,5.5,0,3.8,81.6,0,16,0,Alto (5-6)
19.0,Femenino,3,7,1,5.2,0,3.2,1,2.33,87.2,3,17,0,Medio (3-4)
18.0,Masculino,1,7,1,0.9,1,11.2,0,3.07,70.9,2,14,0,Bajo (1-2)
19.0,Femenino,1,10,0,20.0,1,10.6,0,3.63,70.6,0,15,1,Bajo (1-2)
20.0,Femenino,1,5,0,2.2,0,1.5,0,2.12,79.6,1,21,1,Bajo (1-2)
17.0,Masculino,1,2,0,9.0,0,2.9,0,3.15,77.5,0,18,0,Bajo (1-2)
20.0,Femenino,3,7,0,14.7,0,0.2,1,4.22,84.5,0,18,0,Medio (3-4)
19.0,Femenino,4,5,1,21.2,0,8.7,0,4.15,67.9,1,13,0,Medio (3-4)
22.0,Masculino,4,8,1,10.6,0,17.6,0,2.57,81.4,4,15,1,Medio (3-4)
21.0,Masculino,3,8,1,1.1,0,15.1,0,2.66,63.2,0,14,0,Medio (3-4)
19.0,Femenino,2,5,1,20.4,1,8.7,0,3.77,70.6,2,21,0,Bajo (1-2)
22.0,Masculino,4,4,0,5.9,0,8.1,1,2.0,93.3,3,21,1,Medio (3-4)
22.0,Masculino,3,5,1,16.4,0,36.8,1,2.49,67.7,4,15,1,Medio (3-4)
19.0,Masculino,1,7,1,10.8,1,0.8,1,3.16,89.5,0,16,1,Bajo (1-2)
19.0,Masculino,2,7,0,8.7,0,2.7,0,3.08,63.9,3,18,1,Bajo (1-2)
17.0,Femenino,2,6,1,12.2,0,14.3,1,2.23,63.1,1,13,1,Bajo (1-2)
18.0,Femenino,2,6,1,8.8,0,12.8,0,3.19,60.1,1,17,0,Bajo (1-2)
19.0,Masculino,4,10,1,14.3,1,7.1,0,3.79,76.2,0,14,0,Medio (3-4)
21.0,Femenino,4,3,0,3.0,0,3.8,0,2.62,85.3,0,17,1,Medio (3-4)
18.0,Masculino,4,2,0,16.0,1,9.6,1,3.35,94.9,2,19,1,Medio (3-4)
19.0,Masculino,2,8,0,11.5,1,11.1,1,3.4,94.1,1,19,1,Bajo (1-2)
